 AI Road Intelligence for Indian Autonomous Driving — Traffic Dataset,,,,,,,,,,,,,,,,
Object Class,Road Condition,Time of Day,Weather,City Zone,Distance (m),Confidence,Speed (km/h),BBox X (px),BBox Y (px),BBox W (px),BBox H (px),Lane Discipline,Pothole Severity,Visibility (m),Danger Score,Hazardous?
bus,construction,night,clear,hyderabad_highway,19.36,0.836,36.00,872.9,229.0,244.6,297.5,0.054,7.34,76.20,44.02,YES
bus,flooded,morning_rush,foggy,rural_highway,20.15,0.812,14.40,391.4,455.9,244.3,222.7,0.410,7.00,17.60,50.71,YES
pedestrian,pothole_heavy,afternoon,dusty,kolkata_old,9.85,0.810,7.90,1020.5,516.9,52.9,43.3,0.153,5.70,30.90,54.86,YES
car,pothole_light,afternoon,dusty,kolkata_old,13.79,0.977,43.80,729.0,410.7,169.5,223.6,0.360,3.19,38.80,31.79,NO
pedestrian,smooth,afternoon,hazy,rural_highway,7.50,0.881,6.50,627.3,638.9,48.9,50.8,0.257,0.00,48.60,31.10,NO
car,smooth,dawn,clear,bangalore_tech,17.72,0.919,33.80,263.2,537.5,168.9,161.9,0.299,1.50,73.60,20.23,NO
car,pothole_heavy,evening_rush,hazy,kolkata_old,16.30,0.908,19.70,1024.1,380.6,169.5,192.7,0.147,7.75,47.00,45.77,YES
motorcycle,flooded,night,clear,bangalore_tech,14.15,0.795,41.50,64.6,412.1,87.3,91.9,0.102,5.38,86.90,38.06,NO
autorickshaw,damaged_edge,dawn,dusty,rural_highway,7.78,0.756,21.20,808.5,331.9,106.5,126.8,0.094,5.65,33.80,49.01,YES
pedestrian,flooded,afternoon,clear,delhi_inner,6.00,0.797,0.00,771.3,542.1,38.5,42.0,0.037,5.29,81.60,45.22,YES
pedestrian,flooded,night,clear,bangalore_tech,9.73,0.674,0.00,551.6,460.6,29.4,35.8,0.252,5.98,83.70,45.73,YES
autorickshaw,damaged_edge,evening_rush,hazy,kolkata_old,13.79,0.760,15.00,280.6,547.5,112.4,147.5,0.371,7.18,38.40,45.97,YES
motorcycle,pothole_light,night,hazy,hyderabad_highway,14.85,0.710,35.00,508.4,302.3,99.7,91.4,0.354,6.14,45.80,38.73,NO
e-rickshaw,damaged_edge,morning_rush,foggy,kolkata_old,12.43,0.589,13.50,1032.2,331.2,97.3,97.1,0.291,4.51,26.40,45.12,YES
autorickshaw,pothole_heavy,dawn,hazy,rural_highway,17.52,0.788,19.50,979.8,327.8,109.0,115.8,0.275,7.78,42.00,47.61,YES
autorickshaw,damaged_edge,morning_rush,clear,rural_highway,13.78,0.761,14.90,1089.3,482.7,122.9,169.3,0.101,4.26,84.20,33.14,NO
car,pothole_heavy,afternoon,clear,delhi_inner,17.26,0.910,37.70,340.3,233.9,174.4,177.8,0.350,5.69,80.10,32.81,NO
pedestrian,damaged_edge,night,hazy,bangalore_tech,6.81,0.617,0.00,463.2,397.8,83.4,85.8,0.523,6.24,41.60,56.98,YES
pedestrian,pothole_heavy,afternoon,clear,delhi_inner,6.72,0.793,9.70,23.1,398.1,47.6,56.7,0.144,10.00,79.50,55.79,YES
motorcycle,pothole_heavy,evening_rush,rainy,mumbai_suburban,14.62,0.790,23.70,1126.8,231.5,85.0,89.4,0.268,7.47,27.40,46.72,YES
car,pothole_heavy,evening_rush,rainy,kolkata_old,21.52,0.820,24.60,357.7,304.3,194.2,266.1,0.418,7.02,25.60,44.88,YES
pedestrian,pothole_heavy,night,rainy,rural_highway,10.52,0.626,12.70,491.5,423.1,63.9,85.4,0.067,7.67,28.70,68.65,YES
pedestrian,damaged_edge,morning_rush,dusty,hyderabad_highway,6.47,0.705,4.90,1113.4,230.0,53.5,59.3,0.440,5.10,35.30,55.61,YES
motorcycle,damaged_edge,morning_rush,dusty,delhi_inner,15.10,0.841,17.10,633.2,418.2,77.6,92.1,0.026,3.64,34.20,38.11,NO
bus,smooth,afternoon,dusty,delhi_inner,18.10,0.909,39.70,566.0,474.3,280.4,234.1,0.260,0.00,33.70,31.14,NO
car,pothole_heavy,evening_rush,clear,kolkata_old,9.09,0.910,21.00,194.1,496.3,178.5,217.3,0.171,9.22,81.10,49.19,YES
autorickshaw,pothole_heavy,morning_rush,clear,kolkata_old,14.59,0.842,17.80,581.7,402.7,113.4,138.8,0.450,8.15,82.70,42.23,YES
bicycle,pothole_heavy,afternoon,clear,mumbai_suburban,11.99,0.762,14.00,1119.9,436.3,60.3,61.2,0.256,9.52,74.30,50.32,YES
motorcycle,pothole_heavy,afternoon,dusty,rural_highway,12.92,0.849,32.60,684.9,334.1,54.1,50.4,0.058,8.44,33.70,54.54,YES
pedestrian,flooded,morning_rush,dusty,rural_highway,9.13,0.809,0.00,310.6,634.7,62.3,84.1,0.586,4.69,25.10,51.12,YES
motorcycle,pothole_heavy,evening_rush,dusty,bangalore_tech,13.14,0.861,24.30,38.5,329.6,44.8,47.3,0.640,7.31,34.20,38.17,NO
motorcycle,pothole_light,night,clear,rural_highway,8.46,0.596,33.90,403.6,392.4,79.9,95.3,0.015,4.30,80.80,34.69,NO
e-rickshaw,pothole_heavy,morning_rush,dusty,bangalore_tech,11.71,0.646,9.00,671.7,201.3,106.9,87.7,0.227,6.65,37.80,48.89,YES
motorcycle,pothole_heavy,evening_rush,hazy,hyderabad_highway,13.69,0.915,28.10,49.7,340.0,113.6,119.1,0.222,6.50,45.80,42.24,YES
bicycle,smooth,evening_rush,clear,bangalore_tech,16.14,0.602,8.20,754.6,233.2,42.5,54.9,0.136,0.00,82.70,21.42,NO
motorcycle,damaged_edge,evening_rush,hazy,delhi_inner,17.64,0.812,24.90,635.2,535.7,66.5,68.6,0.016,5.62,45.30,43.83,YES
motorcycle,pothole_heavy,night,clear,rural_highway,12.34,0.808,37.00,941.7,440.9,78.0,90.6,0.057,7.56,76.60,36.56,NO
car,pothole_heavy,evening_rush,hazy,bangalore_tech,14.50,0.874,23.90,31.9,403.7,177.0,163.9,0.256,9.42,39.40,53.78,YES
pedestrian,pothole_light,evening_rush,clear,hyderabad_highway,2.23,0.776,9.00,966.9,336.4,41.8,43.8,0.179,2.92,78.70,45.19,YES
motorcycle,pothole_heavy,morning_rush,hazy,mumbai_suburban,7.48,0.828,20.60,625.7,536.7,78.8,106.9,0.450,5.05,41.20,38.84,NO
dog,pothole_heavy,evening_rush,rainy,delhi_inner,4.61,0.492,2.90,455.3,201.5,51.1,58.3,0.074,7.84,29.40,80.20,YES
autorickshaw,construction,evening_rush,dusty,delhi_inner,14.84,0.782,7.30,1114.7,317.4,125.4,168.1,0.536,8.98,32.50,48.18,YES
bus,damaged_edge,morning_rush,rainy,bangalore_tech,23.49,0.775,15.90,170.5,352.6,215.2,288.6,0.295,5.04,32.10,40.77,NO
car,smooth,afternoon,hazy,kolkata_old,16.54,0.947,31.40,595.7,449.3,179.6,245.4,0.536,0.00,45.20,19.22,NO
dog,pothole_light,dawn,foggy,mumbai_suburban,6.72,0.614,9.50,391.3,302.9,61.0,81.6,0.366,2.05,22.20,52.09,YES
pedestrian,pothole_light,evening_rush,dusty,kolkata_old,7.96,0.792,0.00,640.8,453.1,65.2,52.3,0.084,5.44,37.20,49.52,YES
pedestrian,smooth,evening_rush,clear,kolkata_old,8.12,0.717,6.00,664.8,423.9,76.3,103.8,0.214,0.00,79.10,27.53,NO
cow,damaged_edge,dawn,hazy,hyderabad_highway,6.89,0.619,1.60,102.4,550.4,135.0,119.2,0.357,6.85,44.40,64.34,YES
pedestrian,damaged_edge,night,clear,bangalore_tech,6.88,0.689,0.00,799.4,223.3,70.9,58.4,0.299,5.78,82.50,47.14,YES
pedestrian,pothole_heavy,evening_rush,clear,rural_highway,2.82,0.830,2.60,783.4,404.7,45.3,37.7,0.283,7.08,92.20,51.14,YES
car,smooth,night,rainy,bangalore_tech,15.26,0.665,39.40,857.6,264.4,165.5,167.1,0.525,1.40,25.10,30.51,NO
car,pothole_light,night,dusty,bangalore_tech,14.38,0.761,38.10,97.4,206.0,206.2,241.8,0.492,2.89,35.20,29.51,NO
bicycle,flooded,evening_rush,clear,delhi_inner,10.59,0.781,10.20,357.4,264.5,77.8,81.0,0.207,4.26,74.00,33.30,NO
truck,damaged_edge,evening_rush,foggy,mumbai_suburban,21.70,0.855,21.80,689.1,532.6,220.1,179.4,0.154,3.96,19.90,40.09,NO
pedestrian,smooth,afternoon,dusty,delhi_inner,11.53,0.763,8.90,166.8,297.7,60.3,65.5,0.342,0.92,31.60,42.07,YES
autorickshaw,pothole_heavy,dawn,dusty,kolkata_old,13.74,0.700,29.90,783.2,562.6,124.1,132.2,0.254,9.37,34.40,54.47,YES
car,damaged_edge,evening_rush,clear,mumbai_suburban,19.67,1.000,15.40,65.0,260.7,179.0,224.4,0.064,4.52,80.80,22.16,NO
car,pothole_heavy,morning_rush,dusty,mumbai_suburban,15.55,0.927,20.20,375.1,540.0,160.1,154.9,0.349,5.76,32.60,32.73,NO
pedestrian,pothole_light,night,clear,hyderabad_highway,8.37,0.662,2.80,1044.9,512.4,45.9,42.7,0.247,2.13,71.10,38.47,NO
autorickshaw,pothole_heavy,evening_rush,rainy,mumbai_suburban,10.30,0.801,8.90,890.9,244.9,129.3,123.3,0.177,6.72,37.10,47.98,YES
motorcycle,damaged_edge,morning_rush,clear,mumbai_suburban,11.99,0.813,20.00,774.9,457.9,78.2,76.8,0.162,3.45,84.20,27.25,NO
autorickshaw,pothole_heavy,evening_rush,clear,delhi_inner,12.89,0.832,13.00,998.0,316.3,133.5,154.8,0.501,8.32,79.30,37.90,NO
car,pothole_light,evening_rush,rainy,hyderabad_highway,19.58,0.806,29.20,776.1,322.2,185.8,201.2,0.466,6.33,25.50,39.78,NO
truck,flooded,night,hazy,delhi_inner,23.48,0.751,27.00,557.4,337.7,206.8,207.3,0.346,6.95,45.40,38.86,NO
motorcycle,pothole_heavy,morning_rush,clear,bangalore_tech,7.48,0.813,17.60,1195.0,393.7,60.2,61.7,0.013,6.65,81.80,41.82,YES
pedestrian,smooth,night,clear,bangalore_tech,6.51,0.618,7.90,856.3,513.0,47.6,48.7,0.195,0.00,83.90,32.23,NO
motorcycle,pothole_light,evening_rush,rainy,kolkata_old,13.27,0.878,16.30,726.4,522.9,72.1,99.8,0.064,3.40,34.30,36.15,NO
autorickshaw,pothole_heavy,morning_rush,clear,kolkata_old,14.27,0.724,10.60,472.2,332.5,125.0,117.5,0.106,8.47,85.30,40.16,NO
car,damaged_edge,dawn,foggy,hyderabad_highway,17.72,0.711,39.70,1002.4,478.7,169.2,218.4,0.616,6.89,11.30,46.72,YES
car,pothole_heavy,evening_rush,clear,delhi_inner,13.80,0.867,18.30,328.0,491.7,170.8,209.2,0.610,7.44,78.50,35.34,NO
motorcycle,smooth,afternoon,clear,mumbai_suburban,5.88,0.762,49.10,10.9,218.0,95.8,77.0,0.038,1.85,85.00,28.13,NO
autorickshaw,smooth,evening_rush,hazy,mumbai_suburban,7.77,0.777,13.20,227.8,205.2,122.2,170.6,0.523,2.52,40.40,31.66,NO
truck,damaged_edge,night,hazy,delhi_inner,20.23,0.760,26.50,117.2,309.4,209.5,262.6,0.190,4.58,51.10,41.97,YES
motorcycle,damaged_edge,afternoon,hazy,mumbai_suburban,11.16,0.880,40.80,382.7,449.8,80.3,97.1,0.400,4.55,54.10,31.99,NO
pedestrian,pothole_light,morning_rush,clear,mumbai_suburban,4.61,0.849,8.30,998.7,324.0,70.7,73.7,0.529,3.57,86.00,40.45,NO
dog,pothole_heavy,morning_rush,dusty,bangalore_tech,5.02,0.582,0.30,785.5,313.0,74.4,84.3,0.245,8.07,38.30,73.11,YES
pedestrian,damaged_edge,afternoon,rainy,kolkata_old,9.24,0.723,6.30,206.3,514.7,58.9,56.1,0.238,4.57,27.80,54.57,YES
car,smooth,night,clear,bangalore_tech,10.21,0.830,28.00,876.6,429.5,168.7,138.6,0.160,1.06,81.40,24.17,NO
autorickshaw,flooded,evening_rush,hazy,hyderabad_highway,17.29,0.675,13.90,577.1,257.5,135.4,176.2,0.412,4.14,38.30,36.93,NO
car,flooded,morning_rush,dusty,mumbai_suburban,13.37,0.914,14.00,546.2,405.8,214.8,287.3,0.512,5.36,31.10,37.55,NO
motorcycle,flooded,morning_rush,clear,mumbai_suburban,14.70,0.733,27.80,438.8,512.0,68.1,61.1,0.108,6.40,76.40,36.40,NO
e-rickshaw,smooth,afternoon,clear,kolkata_old,7.36,0.822,24.00,1026.9,346.0,92.3,117.4,0.218,1.04,80.30,24.83,NO
car,pothole_light,dawn,foggy,delhi_inner,11.38,0.768,24.10,349.3,400.1,182.6,227.3,0.246,6.63,18.00,51.91,YES
autorickshaw,damaged_edge,afternoon,rainy,delhi_inner,9.12,0.719,26.30,108.0,245.0,133.1,120.8,0.218,3.45,31.30,43.80,YES
truck,smooth,dawn,rainy,bangalore_tech,18.27,0.761,27.00,321.3,335.7,218.6,230.2,0.527,0.00,34.40,24.80,NO
pedestrian,pothole_heavy,evening_rush,clear,rural_highway,6.55,0.762,2.80,891.2,281.8,34.2,36.0,0.376,5.28,76.50,48.83,YES
truck,flooded,morning_rush,clear,hyderabad_highway,18.94,0.986,10.80,698.1,210.2,218.4,274.3,0.195,4.67,80.70,25.44,NO
car,flooded,night,rainy,delhi_inner,15.08,0.700,31.50,205.1,292.6,189.0,246.2,0.131,3.88,27.90,45.57,YES
motorcycle,smooth,evening_rush,clear,hyderabad_highway,9.96,0.727,26.50,134.8,268.8,73.9,63.3,0.185,0.00,81.00,18.96,NO
autorickshaw,pothole_heavy,night,hazy,hyderabad_highway,13.25,0.764,31.70,760.6,436.4,129.1,146.9,0.091,7.73,48.40,49.41,YES
car,pothole_light,dawn,hazy,kolkata_old,8.70,0.952,29.00,732.2,383.2,197.5,248.2,0.063,4.56,49.60,39.38,NO
motorcycle,flooded,morning_rush,clear,hyderabad_highway,11.74,0.803,24.10,438.1,261.5,83.6,106.3,0.172,5.64,83.40,41.81,YES
car,construction,morning_rush,dusty,bangalore_tech,16.08,0.898,8.30,927.4,208.9,179.6,159.6,0.328,7.56,37.10,48.24,YES
car,pothole_heavy,night,foggy,mumbai_suburban,21.63,0.688,36.30,1063.9,442.1,192.4,214.6,0.420,8.14,12.90,57.94,YES
motorcycle,pothole_heavy,afternoon,rainy,bangalore_tech,6.60,0.850,32.30,249.4,200.9,67.2,88.3,0.399,6.76,24.60,46.69,YES
car,flooded,morning_rush,clear,kolkata_old,9.38,0.832,18.90,643.0,322.4,165.7,164.2,0.113,3.98,75.90,32.34,NO
truck,pothole_light,morning_rush,clear,kolkata_old,21.05,0.859,13.70,5.7,344.5,216.0,227.9,0.421,4.70,81.80,27.43,NO
pedestrian,smooth,morning_rush,hazy,kolkata_old,9.25,0.774,0.00,882.3,580.9,42.6,54.7,0.229,1.98,38.50,47.59,YES
cow,construction,night,clear,rural_highway,4.81,0.427,0.00,477.3,544.5,127.9,109.2,0.290,10.00,81.70,71.96,YES
motorcycle,pothole_heavy,morning_rush,dusty,rural_highway,3.63,0.951,24.50,226.6,474.5,107.5,141.4,0.329,9.12,36.30,58.25,YES
car,damaged_edge,evening_rush,clear,rural_highway,20.16,0.809,15.50,802.9,276.7,212.6,209.8,0.381,6.75,70.30,33.70,NO
car,pothole_heavy,evening_rush,hazy,hyderabad_highway,18.84,0.893,20.90,896.0,473.7,174.7,139.9,0.107,8.55,39.60,54.52,YES
pedestrian,pothole_light,evening_rush,hazy,rural_highway,1.00,0.696,10.70,136.6,316.3,51.4,48.3,0.403,4.36,50.20,57.51,YES
pedestrian,flooded,morning_rush,rainy,delhi_inner,6.26,0.745,2.00,50.5,303.0,47.2,40.3,0.143,6.13,33.50,62.06,YES
car,pothole_light,night,clear,mumbai_suburban,20.92,0.774,36.80,361.9,392.5,196.6,168.2,0.195,3.87,75.70,27.82,NO
bicycle,construction,morning_rush,hazy,bangalore_tech,8.27,0.701,11.50,745.2,479.1,89.6,108.9,0.110,7.73,39.80,55.20,YES
car,smooth,night,clear,hyderabad_highway,12.20,0.805,32.30,893.9,220.0,153.3,142.4,0.148,0.00,67.70,18.25,NO
truck,pothole_light,night,dusty,bangalore_tech,19.26,0.709,25.30,574.9,212.7,227.1,309.1,0.714,3.82,42.40,36.28,NO
pedestrian,pothole_heavy,evening_rush,clear,hyderabad_highway,5.53,0.870,9.60,725.7,581.3,30.4,33.7,0.222,6.59,80.20,51.23,YES
dog,pothole_light,evening_rush,dusty,delhi_inner,1.00,0.682,1.70,946.7,557.8,96.4,103.7,0.718,4.57,44.40,62.21,YES
pedestrian,pothole_light,evening_rush,foggy,mumbai_suburban,11.04,0.710,3.30,647.0,478.0,56.6,60.0,0.187,2.85,19.00,52.89,YES
cow,pothole_heavy,afternoon,clear,hyderabad_highway,3.66,0.655,0.00,704.3,356.5,127.6,155.2,0.066,8.04,81.40,68.37,YES
motorcycle,pothole_light,night,foggy,delhi_inner,9.58,0.656,36.90,621.3,570.4,76.4,81.8,0.453,4.60,24.50,41.33,YES
cow,smooth,night,clear,mumbai_suburban,13.23,0.582,13.30,1007.5,492.3,135.7,119.0,0.251,0.70,88.20,34.32,NO
car,damaged_edge,afternoon,dusty,mumbai_suburban,9.99,0.881,37.80,257.2,356.8,187.9,249.5,0.504,5.93,37.50,37.14,NO
bicycle,damaged_edge,evening_rush,hazy,mumbai_suburban,7.49,0.761,10.30,315.3,337.3,85.6,90.5,0.565,4.74,45.00,34.24,NO
truck,damaged_edge,dawn,clear,hyderabad_highway,23.68,0.835,38.40,137.8,269.1,202.8,171.2,0.147,5.58,80.10,30.53,NO
cow,pothole_heavy,dawn,hazy,mumbai_suburban,10.26,0.657,0.00,911.6,339.3,167.6,187.3,0.132,7.42,39.80,70.27,YES
autorickshaw,pothole_heavy,evening_rush,clear,kolkata_old,9.26,0.858,12.60,467.7,300.0,144.1,171.2,0.286,5.63,78.10,35.87,NO
pedestrian,damaged_edge,evening_rush,dusty,delhi_inner,13.36,0.839,9.70,432.5,364.3,36.9,35.6,0.251,5.64,35.30,47.57,YES
autorickshaw,smooth,afternoon,clear,hyderabad_highway,16.89,0.822,24.70,1137.3,388.2,121.1,155.0,0.108,0.36,86.90,16.32,NO
pedestrian,pothole_heavy,dawn,rainy,mumbai_suburban,9.45,0.808,3.70,1116.2,272.6,75.7,90.9,0.320,9.22,27.80,62.11,YES
car,flooded,morning_rush,hazy,kolkata_old,12.75,0.871,19.20,1051.2,428.8,198.5,236.2,0.222,5.97,50.30,42.98,YES
car,damaged_edge,evening_rush,dusty,hyderabad_highway,12.82,0.899,25.10,157.2,248.9,174.9,184.1,0.198,3.08,34.60,33.17,NO
motorcycle,smooth,afternoon,clear,mumbai_suburban,11.36,0.755,32.20,1058.6,389.0,92.2,127.0,0.061,0.00,86.20,14.85,NO
car,pothole_heavy,afternoon,hazy,rural_highway,14.22,0.956,37.60,346.8,426.0,225.0,217.0,0.270,9.06,48.40,48.17,YES
dog,damaged_edge,evening_rush,hazy,kolkata_old,10.13,0.433,9.00,15.3,412.4,71.6,82.1,0.662,5.57,48.00,61.34,YES
motorcycle,smooth,dawn,rainy,bangalore_tech,4.07,0.745,36.10,473.3,362.6,70.5,69.5,0.040,0.00,34.90,30.77,NO
bus,damaged_edge,morning_rush,clear,delhi_inner,20.20,0.938,15.30,523.2,297.4,252.6,314.9,0.226,3.00,84.20,21.76,NO
motorcycle,damaged_edge,evening_rush,clear,rural_highway,11.78,0.738,16.40,129.5,582.4,83.7,69.4,0.130,3.77,85.30,27.82,NO
car,flooded,morning_rush,clear,hyderabad_highway,12.99,0.904,22.10,595.7,573.9,172.1,142.4,0.153,6.57,90.70,37.86,NO
pedestrian,smooth,morning_rush,rainy,mumbai_suburban,4.51,0.699,0.00,1002.5,482.2,56.6,72.8,0.197,0.00,38.10,40.59,NO
pedestrian,pothole_heavy,evening_rush,clear,mumbai_suburban,1.86,0.778,0.00,471.6,586.3,31.2,33.1,0.494,7.62,82.30,54.22,YES
autorickshaw,damaged_edge,evening_rush,rainy,hyderabad_highway,11.61,0.806,12.20,412.6,205.9,110.0,110.5,0.092,5.05,27.80,44.77,YES
truck,damaged_edge,afternoon,clear,kolkata_old,20.33,0.862,37.00,355.3,420.6,231.4,269.4,0.524,6.38,81.80,31.08,NO
pedestrian,damaged_edge,afternoon,dusty,hyderabad_highway,11.64,0.678,2.10,1159.7,668.5,23.7,28.9,0.081,5.74,25.40,62.21,YES
motorcycle,pothole_heavy,morning_rush,dusty,bangalore_tech,10.20,0.761,17.50,57.8,449.5,93.5,86.1,0.478,9.16,39.10,55.96,YES
e-rickshaw,pothole_heavy,afternoon,hazy,hyderabad_highway,9.43,0.759,19.00,534.2,537.1,79.8,72.7,0.147,8.36,39.70,57.05,YES
bus,flooded,dawn,hazy,bangalore_tech,29.58,0.897,37.60,279.4,308.7,224.0,308.0,0.379,4.99,50.60,32.94,NO
pedestrian,damaged_edge,dawn,clear,mumbai_suburban,2.22,0.905,0.00,1106.1,334.8,42.5,49.1,0.254,4.26,89.90,44.41,YES
car,construction,afternoon,clear,kolkata_old,16.14,0.981,38.40,105.2,480.7,184.3,190.6,0.242,5.88,72.70,37.27,NO
pedestrian,damaged_edge,evening_rush,clear,rural_highway,3.41,0.779,0.00,497.9,456.9,69.9,89.5,0.121,5.71,79.70,55.76,YES
car,smooth,dawn,rainy,mumbai_suburban,12.58,0.984,28.40,447.1,384.4,180.9,201.7,0.431,0.00,24.70,20.66,NO
car,damaged_edge,morning_rush,hazy,bangalore_tech,9.30,0.881,23.30,980.5,432.9,176.3,166.6,0.147,4.53,36.40,41.90,YES
motorcycle,flooded,night,dusty,kolkata_old,11.85,0.706,49.80,256.7,575.0,88.7,82.0,0.390,6.03,34.50,46.77,YES
autorickshaw,smooth,dawn,hazy,kolkata_old,12.32,0.742,30.30,756.5,499.3,106.9,111.0,0.562,1.97,48.20,30.85,NO
dog,damaged_edge,morning_rush,rainy,hyderabad_highway,6.75,0.415,0.00,162.4,289.8,72.1,94.9,0.503,5.79,33.80,69.90,YES
pedestrian,pothole_heavy,morning_rush,hazy,hyderabad_highway,5.15,0.896,0.70,1190.6,430.2,32.0,26.8,0.445,7.07,45.80,51.45,YES
pedestrian,smooth,dawn,hazy,delhi_inner,6.33,0.896,5.40,728.7,663.0,51.2,47.7,0.067,0.18,36.70,36.65,NO
autorickshaw,damaged_edge,evening_rush,clear,rural_highway,10.62,0.719,17.10,727.7,400.9,118.1,157.7,0.190,6.98,80.60,43.85,YES
motorcycle,pothole_light,morning_rush,hazy,hyderabad_highway,11.50,0.806,17.70,525.8,632.2,67.9,59.3,0.265,4.74,37.50,40.78,NO
motorcycle,pothole_heavy,afternoon,hazy,rural_highway,7.12,0.826,32.20,409.9,543.9,82.5,97.1,0.190,6.08,37.90,39.27,NO
e-rickshaw,pothole_light,evening_rush,rainy,kolkata_old,14.94,0.605,7.90,248.3,476.9,112.4,104.3,0.324,2.90,25.00,35.26,NO
car,pothole_heavy,evening_rush,dusty,rural_highway,8.00,0.775,14.80,653.7,301.3,197.6,229.9,0.444,6.81,40.20,47.76,YES
dog,pothole_heavy,night,clear,delhi_inner,4.57,0.528,0.00,1178.0,343.9,45.9,47.3,0.225,9.73,82.70,72.73,YES
truck,pothole_light,dawn,clear,mumbai_suburban,24.74,0.831,33.60,381.8,413.3,218.9,188.4,0.136,5.51,81.60,29.34,NO
autorickshaw,construction,afternoon,hazy,rural_highway,9.74,0.757,24.40,1034.5,370.9,108.6,124.8,0.272,6.25,40.70,48.85,YES
pedestrian,smooth,evening_rush,hazy,mumbai_suburban,4.34,0.813,0.00,181.1,554.4,63.0,76.3,0.132,0.00,43.10,38.83,NO
autorickshaw,pothole_heavy,evening_rush,clear,delhi_inner,13.12,0.866,18.00,1075.3,474.8,131.3,158.6,0.486,8.05,73.10,36.42,NO
dog,pothole_heavy,evening_rush,foggy,hyderabad_highway,5.35,0.508,0.00,421.4,333.7,77.6,91.8,0.310,8.09,26.80,73.70,YES
bicycle,damaged_edge,morning_rush,dusty,hyderabad_highway,8.12,0.760,7.30,463.5,519.5,59.4,65.4,0.294,3.85,46.00,33.81,NO
autorickshaw,pothole_light,dawn,dusty,delhi_inner,7.80,0.824,14.20,530.7,383.9,133.3,148.2,0.542,3.70,37.80,33.21,NO
motorcycle,flooded,night,clear,rural_highway,20.95,0.720,30.10,878.4,346.3,57.0,67.4,0.080,4.26,83.70,26.59,NO
truck,damaged_edge,evening_rush,dusty,kolkata_old,17.73,0.813,12.50,781.6,317.5,194.0,235.5,0.095,6.53,34.20,46.91,YES
bicycle,damaged_edge,evening_rush,rainy,bangalore_tech,5.33,0.709,6.90,589.5,611.3,50.9,60.7,0.149,2.89,21.90,45.12,YES
motorcycle,pothole_light,morning_rush,hazy,hyderabad_highway,14.42,0.853,20.40,628.0,354.0,79.5,91.6,0.247,1.87,40.80,25.84,NO
pedestrian,damaged_edge,evening_rush,hazy,bangalore_tech,11.18,0.732,1.90,36.6,334.0,60.1,53.7,0.155,5.52,42.70,54.35,YES
pedestrian,pothole_light,evening_rush,foggy,delhi_inner,4.23,0.826,8.70,383.4,375.9,20.0,20.0,0.341,2.52,18.10,47.32,YES
pedestrian,construction,evening_rush,hazy,mumbai_suburban,4.97,0.886,1.30,418.7,297.3,69.8,66.8,0.442,6.40,41.90,55.70,YES
car,damaged_edge,dawn,hazy,bangalore_tech,18.52,0.837,15.20,613.5,349.2,182.0,246.0,0.186,5.08,45.20,32.18,NO
pedestrian,pothole_light,evening_rush,hazy,kolkata_old,7.06,0.812,0.00,699.8,271.8,26.5,33.3,0.114,4.81,40.70,54.77,YES
bicycle,pothole_light,afternoon,rainy,hyderabad_highway,5.00,0.696,7.80,857.9,558.9,71.5,80.9,0.082,3.73,40.80,37.86,NO
car,pothole_heavy,night,clear,hyderabad_highway,22.17,0.791,55.30,777.0,275.2,196.4,186.8,0.382,10.00,73.20,46.38,YES
motorcycle,damaged_edge,morning_rush,dusty,kolkata_old,9.19,0.849,21.90,280.1,464.9,89.0,77.1,0.010,5.00,39.40,40.85,NO
bus,pothole_heavy,afternoon,rainy,hyderabad_highway,31.51,0.817,34.70,780.6,220.4,266.5,356.9,0.414,9.43,28.70,51.90,YES
car,smooth,afternoon,rainy,delhi_inner,19.32,0.734,41.00,22.0,500.3,159.5,213.0,0.105,0.33,32.30,25.69,NO
dog,pothole_light,evening_rush,clear,delhi_inner,1.52,0.628,0.00,871.0,411.3,63.8,55.3,0.313,6.56,82.50,69.39,YES
autorickshaw,damaged_edge,night,rainy,rural_highway,14.26,0.566,14.20,119.8,516.0,106.1,135.7,0.324,6.27,30.80,46.19,YES
motorcycle,flooded,evening_rush,clear,delhi_inner,6.96,0.876,28.30,856.8,512.9,105.8,113.0,0.371,6.05,74.30,32.20,NO
dog,damaged_edge,night,clear,mumbai_suburban,1.00,0.430,0.00,632.8,514.6,79.6,79.1,0.226,5.75,78.30,76.12,YES
autorickshaw,damaged_edge,evening_rush,hazy,kolkata_old,10.69,0.770,19.70,488.5,462.8,162.7,202.3,0.287,4.69,45.80,40.15,NO
autorickshaw,pothole_heavy,afternoon,hazy,bangalore_tech,12.45,0.862,24.30,806.0,239.0,113.0,132.0,0.219,7.67,45.50,42.95,YES
motorcycle,pothole_heavy,night,rainy,rural_highway,7.00,0.706,43.70,44.0,493.3,69.1,87.7,0.262,6.44,24.90,50.95,YES
truck,damaged_edge,morning_rush,clear,mumbai_suburban,17.53,0.785,13.70,237.4,289.3,217.9,184.0,0.421,4.03,86.50,25.80,NO
car,pothole_light,morning_rush,hazy,delhi_inner,20.00,0.819,23.80,665.3,452.3,200.7,198.9,0.141,6.47,32.50,41.48,YES
motorcycle,pothole_light,evening_rush,clear,mumbai_suburban,10.65,0.784,17.70,1021.3,626.9,74.5,73.9,0.120,2.56,78.70,25.34,NO
